id,in_force_from,termination_dt,general_description,national_legal_bases,administrative_mechanisms,reporter_code,reporter_name_en,restrictions,measure_1_flow,measure_1_symbol,measure_1_group,measure_1_description_en,notification_1_date,notification_1_document,notification_1_url,measure_2_flow,measure_2_symbol,measure_2_group,measure_2_description_en,notification_2_date,notification_2_document,notification_2_url,notification_3_date,notification_3_document,notification_3_url,measure_3_flow,measure_3_symbol,measure_3_group,measure_3_description_en,measure_4_flow,measure_4_symbol,measure_4_group,measure_4_description_en,notification_4_date,notification_4_document,notification_4_url,notification_5_date,notification_5_document,notification_5_url,measure_5_flow,measure_5_symbol,measure_5_group,measure_5_description_en,measure_6_flow,measure_6_symbol,measure_6_group,measure_6_description_en
8724,2012-10-01,,Restriction à l'importation des médicaments à usage humain ,Arrêté no. 2015-1535/MCI/MEF-SG du 05/06/2015,Autorisation conjointe du ministère en charge de la santé et de l'élevage,C466,Mali,NAL ,import,NAL,NAL,Non-automatic licensing,2022-07-29,G/MA/QR/N/MLI/2,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MLI/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8725,2012-10-01,,Restriction à l'importation du bromate de potassium pour les besoins des laboratoires,Arrêté no. 2015-1535/MCI/MEF-SG du 05/06/2015,Autorisation du ministère en charge de la santé,C466,Mali,NAL ,import,NAL,NAL,Non-automatic licensing,2022-07-29,G/MA/QR/N/MLI/2,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MLI/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8726,2012-10-01,,Restriction à l'importation  des viandes autres que bovines et produits de chasse,Arrêté no. 2015-1535/MCI/MEF-SG du 05/06/2015,Présentation d'un permis ou certificat sanitaire d'origine,C466,Mali,NAL ,import,NAL,NAL,Non-automatic licensing,2022-07-29,G/MA/QR/N/MLI/2,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MLI/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8727,2012-10-01,,Restriction à l'importation des additifs alimentaires,Arrêté no. 2015-1535/MCI/MEF-SG du 05/06/2015,Autorisation du ministère en charge de la santé,C466,Mali,NAL ,import,NAL,NAL,Non-automatic licensing,2022-07-29,G/MA/QR/N/MLI/2,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MLI/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728,2012-10-01,,Restriction à l'importation  du sel non iodé non destiné à l'alimentation humaine,Arrêté no. 2015-1535/MCI/MEF-SG du 05/06/2015,Autorisation du ministère en charge du commerce,C466,Mali,NAL ,import,NAL,NAL,Non-automatic licensing,2022-07-29,G/MA/QR/N/MLI/2,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MLI/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8729,2012-10-01,,"Restriction à l'importation des cigarettes, tabacs et autres produits du tabac",Arrêté no. 2015-1535/MCI/MEF-SG du 05/06/2015,Autorisation du ministère en charge du commerce,C466,Mali,NAL ,import,NAL,NAL,Non-automatic licensing,2022-07-29,G/MA/QR/N/MLI/2,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MLI/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8730,2012-10-01,,Restriction à l'importation des bétails en transit ou d'animaux vivants autres que bovins,Arrêté no. 2015-1535/MCI/MEF-SG du 05/06/2015,Présentation d'un certificat Zoo-sanitaire,C466,Mali,NAL ,import,NAL,NAL,Non-automatic licensing,2022-07-29,G/MA/QR/N/MLI/2,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MLI/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8811,2016-10-01,,"Restrictions on importation of controlled substances (permits, declarations, and quotas)",NA,NA,C840,United States of America,NAL,import,NAL,NAL,Non-automatic licensing,2022-10-01,G/MA/QR/N/USA/6,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/USA/6,,,,,2024-10-22,G/MA/QR/N/USA/7,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/USA/7,,,,,,,,,,,,,,,,,,,,,,,,,
8875,2022-03-06,,"Export Prohibition, Non-automatic licensing of the exportation of certain agricultural products","Resolution of the Cabinet of Ministers of Ukraine of March 5, 2022 No. 207 ""On Amending Annexes 1 and 5 of the Resolution of the Cabinet of Ministers of Ukraine of No. 1424 of December 29, 2021"" Effective March 6, 2022",State Customs Service of Ukraine,C804,Ukraine,Export Restriction,export,NAL-X,NAL,Non-automatic licensing,2024-09-27,G/MA/QR/N/UKR/7,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/UKR/7,export,P-X,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8876,2021-03-06,,Non-automatic licensing of the exportation of certain agricultural products,"Resolution of the Cabinet of Ministers of Ukraine of March 5, 2022 No 207 “On Amending Annexes 1 and 5  of the Resolution of the Cabinet of Ministers of Ukraine of No. 1424 of December 29, 2021”

Effective March 6, 2022",State Customs Service of Ukraine,C804,Ukraine,NAL-X,export,NAL-X,NAL,Non-automatic licensing,2024-09-27,G/MA/QR/N/UKR/7,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/UKR/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,2022-09-30,,"Export prohibition for goods of archaeological, historical and religious importance","Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)

https://moics.gov.np/en/category/laws?page=2
","Ministry of Culture, Tourism and Civil Aviation",C524,Nepal,P-X,export,P-X,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,2022-09-30,,Export and import prohibition of narcotic substances,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)

Narcotic Drugs (Control) Act, 2033 (1976)
https://www.dda.gov.np/content/narcotic-drugs-control-act-2033
",Ministry of Home Affairs,C524,Nepal,P P-X,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,export,P-X,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,2022-09-30,,"Export prohibition of explosives, arms and ammunition","Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)",Ministry of Defence,C524,Nepal,P-X,export,P-X,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,2022-09-30,,Export prohibition of raw leather and wool and hair of wild animals,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Agriculture and Livestock Development

In respect of the export of wet blue leather, it is required to have minimum thirty percent of crust or fully refined leather or leather goods of the export quantity of leather within the same fiscal year. For this purpose, other layer prepared on the basis of width of first layer may be considered as one layer in course of export.
",C524,Nepal,P-X,export,P-X,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9049,2022-09-30,,Export prohibition of forest products related to biodiversity and environment protection,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)
Section 3 of the Control of International Trade of Wild Fauna and Flora Act, 2017 (CITES)
","Department of Forest and Soil Conservation

Department of Plant Resources
",C524,Nepal,P-X,export,P-X,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,2022-09-30,,Non-automatic import licensing of forest products related to biodiversity and environment protection,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)
Section 3 of the Control of International Trade of Wild Fauna and Flora Act, 2017 (CITES)
",,C524,Nepal,NAL,import,NAL,NAL,Non-automatic licensing,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,2022-09-30,,"Export prohibition of protected wild animals, their parts and products","Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)
Section 3 of the Control of International Trade of Wild Fauna and Flora Act, 2017 (CITES)
",,C524,Nepal,P-X,export,P-X,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,2022-09-30,,Export prohibition of fuels,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Industry, Commerce and Supplies",C524,Nepal,P-X,export,P-X,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9053,2022-09-30,,"Export prohibition of clay, stones, pebbles and sand","Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Industry, Commerce and Supplies",C524,Nepal,P-X,export,P-X,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9054,2022-09-30,,Export restriction of basic foodstuffs,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Industry, Commerce and Supplies",C524,Nepal,P-X,export,P-X,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055,2022-09-30,,Import prohibition of beef,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)",Ministry of Agriculture and Livestock Development,C524,Nepal,P,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,2022-09-30,,Import prohibition of injurious azocolours,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957",,C524,Nepal,P,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,2021-09-13,,Import prohibition of certain plastic products ,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)
Workplan relating to Restriction of Use of Plastic Bags, 2022
","Ministry of Forest and Environment
(13 September 2021)
http://rajpatra.dop.gov.np/welcome/book?ref=24734
",C524,Nepal,P,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9058,2022-09-30,,Import prohibition of certain light bulbs ,"3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Energy, Water Recourses and Irrigation",C524,Nepal,P,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,2022-09-30,,Import prohibition of straw collector or combined harvester without weller,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)",Ministry of Agriculture and Livestock Development,C524,Nepal,P,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,2022-09-30,,Import prohibition of scrap plastics and recycled granules,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)",Ministry of Forest and Environment,C524,Nepal,P,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,2022-09-30,,Conditional import prohibition of second-hand goods,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Industry, Commerce and Supplies",C524,Nepal,CP,import,CP,CP,Prohibition except under defined conditions,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,2022-09-30,,Import quota of goods containing hydro-chlorofluorocarbon gas (HCFC-22) and Chlorofluorocarbon gas (R11 and R12),"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)",Ministry of Forest and Environment,C524,Nepal,GQ,import,GQ,GQ,Global quota,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,2022-09-30,,Import prohibition of Asbestos,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Industry, Commerce and Supplies",C524,Nepal,P,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9064,2022-09-30,,Import prohibition of lead colours,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Industry, Commerce and Supplies",C524,Nepal,P,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2022-09-30,,"Import prohibition of Pentachlorophenol and its compounds, salts and mixtures","Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Industry, Commerce and Supplies",C524,Nepal,P,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,2022-09-30,,"Import prohibition of Caffeine mixed energy drinks, flavored synthetic drinks and similar drinks","Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Industry, Commerce and Supplies",C524,Nepal,P,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,2022-09-30,,Non-automatic import licensing of narcotics and psychotropic drugs,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)",Department of Drug Administration,C524,Nepal,NAL,import,NAL,NAL,Non-automatic licensing,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,2022-09-30,,Non-automatic import licensing of arms and explosive substances,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)",Ministry of Home Affairs,C524,Nepal,NAL,import,NAL,NAL,Non-automatic licensing,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,2022-09-30,,Non-automatic import licensing of radio equipment,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)",Ministry of Communication and Information Technology,C524,Nepal,NAL,import,NAL,NAL,Non-automatic licensing,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,2022-09-30,,Non-automatic import licensing of tobacco,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)",Department of Health Services,C524,Nepal,NAL,import,NAL,NAL,Non-automatic licensing,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9071,2022-09-30,,Non-automatic import licensing of furnace oil,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Industry, Commerce and Supplies",C524,Nepal,NAL,import,NAL,NAL,Non-automatic licensing,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2022-09-30,,Non-automatic import licensing of poppy seeds,"Sub-section (1) of Section 3 of the Export Import (Control) Act, 2013 (1957)","Ministry of Industry, Commerce and Supplies",C524,Nepal,NAL,import,NAL,NAL,Non-automatic licensing,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9073,2020-04-06,,"Import prohibition of Peas of quantity more than 80,000 MT ","Sub-section 1 (J) of Section 3 of the Export Import (Control) Act, 2013 (1957)

https://nepaltradeportal.gov.np/resources/docs/export-and-import-control-act-2013-1957.pdf

Full prohibition entered into force 6 April 2020

Full prohibition was modified to a global quota on 22 March 2021

The quota was abolished on 10 March 2022 for the industrial purposes with recommendation from Department of Industry and approval from the Department of Commerce, Supplies and Consumer Protection (DOCSCP) for fiscal year 2021/22

The provision continued on 6 September 2022 for fiscal year 2022/23
","Ministry of Industry, Commerce and Supplies",C524,Nepal,P/GQ,import,GQ,GQ,Global quota,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,import,P,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9074,2020-04-06,,"Import prohibition of Areca nuts of quantity more than 25,000 MT ","Sub-section 1 (J) of Section 3 of the Export Import (Control) Act, 2013 (1957)

https://nepaltradeportal.gov.np/resources/docs/export-and-import-control-act-2013-1957.pdf

Full prohibition entered into force 6 April 2020

Full prohibition was modified to a global quota on 22 March 2021

The quota was abolished on 10 March 2022 for the industrial purposes with recommendation from Department of Industry and approval from DOCSCP for fiscal year 2021/22

The provision continued on 6 September 2022 for fiscal year 2022/23
","Ministry of Industry, Commerce and Supplies",C524,Nepal,P/GQ,import,GQ,GQ,Global quota,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,import,P,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9075,2020-04-06,,"Import prohibition of Fresh Dates of quantity more than 5,000 MT ","Sub-section 1 (J) of Section 3 of the Export Import (Control) Act, 2013 (1957)

https://nepaltradeportal.gov.np/resources/docs/export-and-import-control-act-2013-1957.pdf

Full prohibition entered into force 6 April 2020

Full prohibition was modified to a global quota on 22 March 2021
","Ministry of Industry, Commerce and Supplies",C524,Nepal,P/GQ,import,GQ,GQ,Global quota,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,import,P,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9076,2020-04-06,,"Import prohibition of ungarbled black pepper of quantity more than 15,000 MT ","Sub-section 1 (J) of Section 3 of the Export Import (Control) Act, 2013 (1957)

https://nepaltradeportal.gov.np/resources/docs/export-and-import-control-act-2013-1957.pdf

Full prohibition entered into force 6 April 2020

Full prohibition was modified to a global quota on 22 March 2021

The quota was abolished on 10 March 2022 for the industrial purposes with recommendation from Department of Industry and approval from DOCSCP for fiscal year 2021/22

The provision continued on 6 September 2022 for fiscal year 2022/23
","Ministry of Industry, Commerce and Supplies",C524,Nepal,P/GQ,import,GQ,GQ,Global quota,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,import,P,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9088,2022-04-26,,Playing Cards,"Export Import (Control) Act, 2013 (1957) Section 3, Sub-section 1 (j)

https://nepaltradeportal.gov.np/resources/docs/export-and-import-control-act-2013-1957.pdf

Entry into force 26 April 2022

Terminated 30 August 2022
",,C524,Nepal,P,import,P,P,Prohibition,2022-09-30,G/MA/QR/N/NPL/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NPL/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9147,2012-10-01,,Prohibition on the importation and exportation of objectionable publications; and all other indecent or obscene articles,"Films, Videos, and Publications Act 1993
https://www.legislation.govt.nz/act/public/1993/0094/55.0/DLM312895.html

Customs and Excise Act 2018
https://www.legislation.govt.nz/act/public/2018/0004/latest/whole.html 

",Administered by the New Zealand Customs Service,C554,New Zealand,P,import,P,P,Prohibition,2022-12-22,G/MA/QR/N/NZL/6,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NZL/6,export,P-X,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9148,2012-10-01,,Prohibition on the importation of cannabis utensils and methamphetamine utensils,"Misuse of Drugs (Prohibition of Cannabis Utensils and Methamphetamine Utensils) Notice 2020
https://gazette.govt.nz/notice/id/2020-go1298 

Misuse of Drugs Act 1975
https://www.legislation.govt.nz/act/public/1975/0116/latest/DLM436101.html 

Customs and Excise Act 2018
https://www.legislation.govt.nz/act/public/2018/0004/latest/whole.html
",The Notice prohibits importation of drug utensils in parts. Administered by the Ministry of Health,C554,New Zealand,P,import,P,P,Prohibition,2022-12-22,G/MA/QR/N/NZL/6,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NZL/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9149,2012-10-01,,Prohibition on the importation of particular dog breeds,"Dog Control Act 1996
https://www.legislation.govt.nz/act/public/1996/0013/latest/DLM374410.html 
",Administered by the Department of Internal Affairs,C554,New Zealand,P,import,P,P,Prohibition,2022-12-22,G/MA/QR/N/NZL/6,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NZL/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9150,2012-10-01,,Prohibition on the importation of radio jamming equipment,"Radiocommunications Regulations (Prohibited Equipment – Radio Jammer Equipment) Notice 2011
https://gazette.govt.nz/notice/id/2011-go4051
",The importation of radio jammer equipment is prohibited; unless it is by or for supply to a permitted person under the Radiocommunications Regulations. Administered by the Ministry for Business; Innovation; and Employment.,C554,New Zealand,P,import,P,P,Prohibition,2022-12-22,G/MA/QR/N/NZL/6,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NZL/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9151,2012-10-01,,Prohibition on the importation of goods bearing false/misleading information,"Fair Trading Act 1986
https://www.legislation.govt.nz/act/public/1986/0121/latest/DLM96439.html

Customs and Excise Act 2018
https://www.legislation.govt.nz/act/public/2018/0004/latest/whole.html
","Administered by the Ministry of Business, Innovation and Employment",C554,New Zealand,P,import,P,P,Prohibition,2022-12-22,G/MA/QR/N/NZL/6,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NZL/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9152,2012-10-01,,Conditional prohibition on the importation of cars with inaccurate odometer readings,"Customs Import Prohibition (Motor Vehicles) Order 2021
https://legislation.govt.nz/regulation/public/2021/0213/7.0/whole.html

Customs and Excise Act 2018
https://www.legislation.govt.nz/act/public/2018/0004/latest/whole.html
","Motor vehicles with an odometer which incorrectly records the distance the vehicle has been driven, and motor vehicles without an odometer, can only be imported with consent from the Minister of Customs. Administered by the New Zealand Customs Service",C554,New Zealand,CP,import,CP,CP,Prohibition except under defined conditions,2022-12-22,G/MA/QR/N/NZL/6,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/NZL/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
